0, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, 0.000979546, 0.00774297, 0.0620311, 0.102672, 0.174149, 0.281891, 0.348019, 0.415418, 0.498783, 0.567256, 0.632006, 0.69058, 0.707638, 0.703064, 0.720782, 0.725695, 0.71583, 0.728581, 0.709685, 0.710777, 0.733705, 0.735124, 0.711604, 0.730496, 0.7172, 0.714637, 0.728563, 0.716729, 0.717706, 0.733926, 0.710668, 0.719745, 0.714922, 0.721609, 0.722375, 0.711748, 0.730019, 0.726614, 0.742023, 0.727437, 0.730421, 0.723067, 0.734752, 0.723527, 0.704171, 0.716509, 0.708419, 0.692895, 0.677624, 0.636389, 0.57252, 0.504552, 0.474796, 0.409764, 0.267822, 0.221101, 0.123934, 0.0628982, 0.019903, 0, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, -811.232, 0, 
0, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, 0.00102764, 0.00812316, 0.0650769, 0.107714, 0.1827, 0.295732, 0.365107, 0.435816, 0.523274, 0.59511, 0.663039, 0.724489, 0.742384, 0.737586, 0.756173, 0.761328, 0.750978, 0.764355, 0.744532, 0.745677, 0.769732, 0.771219, 0.746545, 0.766365, 0.752416, 0.749727, 0.764336, 0.751922, 0.752947, 0.769962, 0.745562, 0.755085, 0.750026, 0.757042, 0.757845, 0.746696, 0.765864, 0.762292, 0.778458, 0.763155, 0.766286, 0.75857, 0.770829, 0.759053, 0.738747, 0.751691, 0.743203, 0.726917, 0.710896, 0.667637, 0.600632, 0.529327, 0.498109, 0.429884, 0.280972, 0.231957, 0.130019, 0.0659866, 0.0208803, 0, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, -851.064, 0, 
0, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, 0.00104601, 0.00826837, 0.0662403, 0.109639, 0.185966, 0.301019, 0.371634, 0.443607, 0.532629, 0.605748, 0.674891, 0.73744, 0.755655, 0.750771, 0.769691, 0.774938, 0.764403, 0.778019, 0.757841, 0.759007, 0.783491, 0.785006, 0.759891, 0.780064, 0.765866, 0.763129, 0.778, 0.765363, 0.766406, 0.783726, 0.75889, 0.768584, 0.763434, 0.770575, 0.771393, 0.760044, 0.779555, 0.775919, 0.792374, 0.776797, 0.779984, 0.772131, 0.784609, 0.772622, 0.751953, 0.765128, 0.756489, 0.739912, 0.723604, 0.679571, 0.611369, 0.538789, 0.507013, 0.437569, 0.285995, 0.236104, 0.132343, 0.0671662, 0.0212536, 0, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, -866.278, 0, 
0, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, 0.00106224, 0.00839663, 0.0672678, 0.11134, 0.188851, 0.305688, 0.377399, 0.450488, 0.540891, 0.615144, 0.685361, 0.748879, 0.767377, 0.762417, 0.781631, 0.786959, 0.776261, 0.790088, 0.769597, 0.770781, 0.795645, 0.797183, 0.771678, 0.792165, 0.777746, 0.774967, 0.790068, 0.777236, 0.778295, 0.795884, 0.770663, 0.780506, 0.775276, 0.782528, 0.783359, 0.771834, 0.791648, 0.787955, 0.804665, 0.788847, 0.792083, 0.784108, 0.79678, 0.784608, 0.763617, 0.776997, 0.768224, 0.75139, 0.734829, 0.690113, 0.620853, 0.547147, 0.514879, 0.444357, 0.290432, 0.239767, 0.134396, 0.0682081, 0.0215833, 0, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, -879.716, 0, 
0, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, 0.0010828, 0.00855912, 0.0685696, 0.113494, 0.192505, 0.311604, 0.384702, 0.459206, 0.551358, 0.627048, 0.698623, 0.763371, 0.782227, 0.777171, 0.796756, 0.802188, 0.791283, 0.805378, 0.78449, 0.785697, 0.811042, 0.81261, 0.786611, 0.807494, 0.792797, 0.789964, 0.805357, 0.792276, 0.793356, 0.811285, 0.785576, 0.79561, 0.790279, 0.797671, 0.798518, 0.78677, 0.806967, 0.803203, 0.820237, 0.804113, 0.807411, 0.799282, 0.812199, 0.799791, 0.778394, 0.792033, 0.78309, 0.76593, 0.749049, 0.703468, 0.632867, 0.557735, 0.524842, 0.452955, 0.296052, 0.244406, 0.136997, 0.069528, 0.0220009, 0, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, -896.74, 0, 
0, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, 0.00110427, 0.00872888, 0.0699295, 0.115745, 0.196324, 0.317784, 0.392332, 0.468313, 0.562293, 0.639485, 0.71248, 0.778511, 0.797742, 0.792585, 0.812559, 0.818098, 0.806977, 0.821351, 0.800049, 0.80128, 0.827128, 0.828727, 0.802213, 0.82351, 0.808521, 0.805632, 0.82133, 0.80799, 0.809091, 0.827376, 0.801157, 0.81139, 0.805953, 0.813492, 0.814355, 0.802375, 0.822972, 0.819133, 0.836505, 0.820061, 0.823425, 0.815135, 0.828308, 0.815654, 0.793833, 0.807742, 0.798622, 0.781121, 0.763906, 0.71742, 0.645419, 0.568797, 0.535252, 0.461939, 0.301924, 0.249254, 0.139714, 0.070907, 0.0224373, 0, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, -914.526, 0, 
0, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, 0.00108103, 0.00854517, 0.0684578, 0.113309, 0.192192, 0.311096, 0.384075, 0.458457, 0.550459, 0.626026, 0.697485, 0.762127, 0.780952, 0.775904, 0.795458, 0.80088, 0.789993, 0.804065, 0.783212, 0.784417, 0.80972, 0.811285, 0.785329, 0.806178, 0.791505, 0.788676, 0.804045, 0.790985, 0.792063, 0.809963, 0.784296, 0.794313, 0.788991, 0.796371, 0.797216, 0.785488, 0.805652, 0.801894, 0.8189, 0.802802, 0.806095, 0.797979, 0.810875, 0.798488, 0.777126, 0.790743, 0.781814, 0.764682, 0.747828, 0.702321, 0.631836, 0.556826, 0.523987, 0.452217, 0.295569, 0.244008, 0.136774, 0.0694147, 0.0219651, 0, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, -895.279, 0, 
0, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, 0.00111073, 0.0087799, 0.0703383, 0.116422, 0.197471, 0.319642, 0.394625, 0.471051, 0.56558, 0.643223, 0.716644, 0.783062, 0.802405, 0.797218, 0.817309, 0.82288, 0.811693, 0.826152, 0.804726, 0.805964, 0.831963, 0.833571, 0.806902, 0.828324, 0.813247, 0.810341, 0.826131, 0.812713, 0.813821, 0.832212, 0.80584, 0.816133, 0.810664, 0.818247, 0.819115, 0.807065, 0.827783, 0.823921, 0.841394, 0.824854, 0.828238, 0.819899, 0.833149, 0.820421, 0.798473, 0.812464, 0.80329, 0.785687, 0.768371, 0.721614, 0.649192, 0.572122, 0.53838, 0.464639, 0.303688, 0.250711, 0.140531, 0.0713215, 0.0225684, 0, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, -919.871, 0, 
0, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, 0.0010993, 0.00868959, 0.0696148, 0.115224, 0.19544, 0.316354, 0.390566, 0.466205, 0.559763, 0.636607, 0.709273, 0.775007, 0.794151, 0.789018, 0.808902, 0.814416, 0.803344, 0.817654, 0.796448, 0.797674, 0.823405, 0.824997, 0.798602, 0.819803, 0.804882, 0.802006, 0.817634, 0.804353, 0.80545, 0.823652, 0.797551, 0.807738, 0.802326, 0.80983, 0.81069, 0.798763, 0.819268, 0.815446, 0.83274, 0.81637, 0.819719, 0.811466, 0.824579, 0.811982, 0.79026, 0.804107, 0.795027, 0.777606, 0.760467, 0.714191, 0.642514, 0.566237, 0.532843, 0.45986, 0.300565, 0.248132, 0.139085, 0.0705879, 0.0223363, 0, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, -910.409, 0, 
0, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, 0.00110258, 0.00871547, 0.0698221, 0.115568, 0.196022, 0.317296, 0.391729, 0.467594, 0.56143, 0.638503, 0.711385, 0.777316, 0.796516, 0.791368, 0.811311, 0.816841, 0.805737, 0.82009, 0.798821, 0.800049, 0.825858, 0.827454, 0.800981, 0.822245, 0.807279, 0.804394, 0.820069, 0.806749, 0.807849, 0.826105, 0.799926, 0.810144, 0.804715, 0.812242, 0.813105, 0.801142, 0.821708, 0.817875, 0.83522, 0.818802, 0.82216, 0.813883, 0.827035, 0.814401, 0.792613, 0.806502, 0.797395, 0.779922, 0.762732, 0.716318, 0.644428, 0.567923, 0.53443, 0.46123, 0.30146, 0.248871, 0.1395, 0.0707981, 0.0224028, 0, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, -913.121, 0, 
